url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/residence/for-sale/9520/sint-lievens-houtem/rbu65002,rbu65002,336000.0,New,NaN,2.0,105.0,1.0,NaN,0.0,NaN,Fully equipped,Western kitchen,1.0,NaN,2.0,NaN,Double glass,1.0,4.0,0.0,110.0,0.0,7.0,170.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40050,vbd40050,319885.0,New,Immediately,2.0,99.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,0.0,NaN,1.0,NaN,0.0,3.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd46478,vbd46478,260000.0,NaN,NaN,2.0,68.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Not specified,NaN,NaN,NaN,1.0,NaN,0.0,2.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28510,vbd28510,565000.0,New,NaN,2.0,94.0,NaN,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,2.0,NaN,Double glass,0.0,NaN,NaN,NaN,0.0,24.0,NaN,NaN
https://immovlan.be/en/detail/industrial-building/for-sale/8760/meulebeke/rbu64656,rbu64656,293550.0,New,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/5030/gembloux/vbd40124,vbd40124,298000.0,New,NaN,2.0,91.0,1.0,NaN,0.0,NaN,NaN,Independent,NaN,NaN,NaN,Hot air,Double glass,0.0,NaN,0.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/villa/for-sale/1570/galmaarden/rbu47186,rbu47186,359000.0,To be renovated,On contract,3.0,206.0,1.0,0.0,0.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,709.0,1.0
https://immovlan.be/en/detail/residence/for-sale/8670/koksijde/rbu64352,rbu64352,345000.0,To be renovated,NaN,3.0,178.0,NaN,1.0,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Electricity,Double glass,1.0,NaN,0.0,NaN,0.0,NaN,316.0,NaN
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd29891,vbd29891,540000.0,Excellent,On contract,8.0,370.0,1.0,0.0,NaN,NaN,Fully equipped,Western kitchen,4.0,1.0,5.0,NaN,Double glass,1.0,3.0,0.0,800.0,0.0,29.0,1061.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/2240/zandhoven/rbu66688,rbu66688,317750.0,New,Immediately,2.0,93.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,0.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4032/chenee/vbb60729,vbb60729,288000.0,New,NaN,2.0,92.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.0,13.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu49873,rbu49873,205000.0,New,NaN,1.0,NaN,NaN,NaN,0.0,NaN,Super equipped,NaN,1.0,NaN,1.0,NaN,Double glass,NaN,3.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/to-parcel-out-site/for-sale/6001/marcinelle/vbd23483,vbd23483,75000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.0,NaN
https://immovlan.be/en/detail/villa/for-sale/8430/middelkerke/rbu47770,rbu47770,625000.0,Normal,On contract,4.0,233.0,0.0,NaN,0.0,2.0,NaN,NaN,2.0,1.0,2.0,Electricity,NaN,1.0,4.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu02157,rbu02157,315000.0,New,NaN,2.0,87.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbu57654,rbu57654,311805.0,New,Immediately,2.0,92.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,1.0,NaN,0.0,24.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc94344,vbc94344,351400.0,NaN,NaN,2.0,94.0,NaN,NaN,0.0,NaN,Fully equipped,Western kitchen,1.0,NaN,1.0,Hot air,Double glass,0.0,NaN,NaN,NaN,0.0,23.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbb57420,vbb57420,260000.0,NaN,NaN,2.0,101.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,2.0,Gas,Double glass,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd49497,vbd49497,230400.0,NaN,NaN,2.0,79.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,2.0,1.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3050/oud-heverlee/rbu65252,rbu65252,785000.0,NaN,Negotiable,4.0,271.0,1.0,NaN,NaN,NaN,NaN,NaN,2.0,NaN,3.0,Electricity,NaN,1.0,3.0,0.0,NaN,1.0,NaN,2121.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu65294,rbu65294,340000.0,Excellent,NaN,2.0,73.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,4.0,0.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1435/mont-saint-guibert/vbd42160,vbd42160,325000.0,Excellent,On contract,2.0,122.0,1.0,0.0,NaN,NaN,Super equipped,NaN,1.0,1.0,2.0,Gas,Double glass,1.0,2.0,0.0,135.0,0.0,NaN,288.0,1.0
https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbt30060,rbt30060,299000.0,To renovate,On contract,2.0,150.0,NaN,0.0,0.0,1.0,NaN,Independent,NaN,NaN,1.0,Gas,Double glass,1.0,4.0,0.0,NaN,1.0,NaN,865.0,1.0
https://immovlan.be/en/detail/farmland/for-sale/1600/sint-pieters-leeuw/rbu51856,rbu51856,30000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4000.0,NaN
https://immovlan.be/en/detail/land/for-sale/1730/asse/rbu64950,rbu64950,370000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1120.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28701,vbd28701,275000.0,New,NaN,1.0,66.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd46440,vbd46440,209000.0,Excellent,On contract,1.0,65.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,NaN,1.0,NaN,0.0,8.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/1745/opwijk/rbi48399,rbi48399,414000.0,New,NaN,3.0,148.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,2.0,0.0,151.0,1.0,NaN,235.0,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/6500/barbencon/vbd50044,vbd50044,220000.0,To renovate,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0,NaN,Double glass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3190/boortmeerbeek/rbu12237,rbu12237,398000.0,New,NaN,3.0,125.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,Double glass,NaN,3.0,0.0,NaN,1.0,NaN,125.0,NaN
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd46422,vbd46422,3050000.0,Excellent,Immediately,4.0,560.0,1.0,NaN,0.0,1.0,NaN,NaN,3.0,2.0,3.0,NaN,Double glass,1.0,4.0,0.0,350.0,0.0,20.0,1117.0,1.0
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc67714,vbc67714,475000.0,New,NaN,3.0,194.0,NaN,NaN,0.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,3.0,0.0,320.0,0.0,NaN,320.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3290/diest/rbu35199,rbu35199,264000.0,New,Immediately,1.0,79.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,4.0,1.0,NaN,0.0,16.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbd31493,vbd31493,350000.0,To be renovated,On contract,4.0,170.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Fuel oil,Double glass,NaN,4.0,0.0,2000.0,1.0,NaN,2375.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1600/sint-pieters-leeuw/rbu60150,rbu60150,395000.0,NaN,NaN,3.0,207.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,3.0,Fuel oil,NaN,1.0,2.0,0.0,NaN,0.0,NaN,928.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd48117,vbd48117,360000.0,Excellent,NaN,2.0,100.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,Gas,NaN,0.0,2.0,1.0,NaN,0.0,2.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbu60586,rbu60586,500000.0,NaN,NaN,5.0,296.0,NaN,NaN,0.0,1.0,NaN,NaN,2.0,NaN,3.0,Gas,Double glass,1.0,NaN,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd46896,vbd46896,270000.0,Normal,On contract,3.0,140.0,1.0,0.0,0.0,2.0,Fully equipped,Western kitchen,1.0,1.0,2.0,Fuel oil,NaN,1.0,4.0,0.0,350.0,0.0,NaN,704.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/9500/geraardsbergen/rbu67299,rbu67299,199000.0,Normal,NaN,2.0,125.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Electricity,NaN,1.0,NaN,NaN,NaN,0.0,10.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd47848,vbd47848,129900.0,Normal,NaN,1.0,47.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,2.0,NaN,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7380/quievrain/vbd46705,vbd46705,355000.0,Normal,On contract,7.0,252.0,1.0,0.0,0.0,2.0,Super equipped,NaN,1.0,2.0,NaN,Gas,Double glass,1.0,3.0,0.0,NaN,0.0,NaN,1458.0,0.0
https://immovlan.be/en/detail/farmland/for-sale/8600/diksmuide/rbu51120,rbu51120,99000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10698.0,NaN
https://immovlan.be/en/detail/mixed-building/for-sale/4460/grace-hollogne/vbd48825,vbd48825,349000.0,Normal,NaN,8.0,322.0,NaN,0.0,NaN,NaN,Fully equipped,Western kitchen,NaN,4.0,5.0,Fuel oil,Double glass,1.0,3.0,0.0,NaN,NaN,NaN,NaN,1.0
https://immovlan.be/en/detail/commercial-building/for-sale/6800/libramont-chevigny/vbc84190,vbc84190,435000.0,Normal,Immediately,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,Double glass,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/rbu62148,rbu62148,199000.0,NaN,NaN,3.0,97.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/ground-floor/for-sale/1180/ukkel/vbd25259,vbd25259,265000.0,To renovate,NaN,2.0,95.0,1.0,NaN,0.0,1.0,Partially equipped,Kitchenette,1.0,1.0,2.0,NaN,NaN,1.0,2.0,1.0,NaN,0.0,10.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/2840/rumst/rbu62602,rbu62602,327400.0,NaN,NaN,2.0,94.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.0,28.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6900/marche-en-famenne/vbb10914,vbb10914,287300.0,NaN,NaN,2.0,103.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,NaN,0.0,NaN,0.0,8.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd45631,vbd45631,374470.0,New,NaN,2.0,85.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,1.0,1.0,NaN,Double glass,1.0,2.0,0.0,25.0,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbu65892,rbu65892,489000.0,Normal,On contract,3.0,235.0,1.0,NaN,NaN,NaN,NaN,NaN,2.0,NaN,3.0,Gas,NaN,1.0,2.0,0.0,66.0,0.0,10.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6730/tintigny/vbc19841,vbc19841,234900.0,New,NaN,1.0,61.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Gas,Double glass,0.0,NaN,0.0,111.0,0.0,6.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/3150/haacht/rbu57061,rbu57061,385000.0,NaN,On contract,2.0,175.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,1.0,Gas,NaN,1.0,4.0,0.0,NaN,0.0,15.0,638.0,NaN
https://immovlan.be/en/detail/duplex/for-sale/3530/houthalen-helchteren/rbu62982,rbu62982,299000.0,Normal,Immediately,NaN,194.0,NaN,NaN,0.0,1.0,NaN,NaN,NaN,NaN,NaN,Gas,Double glass,NaN,3.0,0.0,315.0,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1350/orp-jauche/vbd42893,vbd42893,299800.0,New,Immediately,2.0,134.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,Gas,Double glass,1.0,2.0,0.0,347.0,1.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vbd25883,vbd25883,215000.0,NaN,NaN,2.0,83.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,Fuel oil,NaN,0.0,2.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1350/orp-le-grand/rbk13945,rbk13945,474601.0,New,NaN,4.0,219.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,3.0,0.0,818.0,1.0,NaN,911.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1853/strombeek-bever/rbu47469,rbu47469,270000.0,Excellent,On contract,2.0,95.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,Electricity,Double glass,0.0,3.0,1.0,NaN,0.0,5.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4280/hannut/vbd39550,vbd39550,578884.0,NaN,NaN,3.0,141.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd50025,vbd50025,372785.0,New,NaN,2.0,95.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,1.0,2.0,Hot air,Double glass,0.0,2.0,0.0,NaN,0.0,5.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/3530/houthalen-helchteren/rbu49704,rbu49704,325000.0,NaN,NaN,3.0,147.0,NaN,0.0,0.0,1.0,NaN,NaN,1.0,NaN,2.0,Not specified,NaN,1.0,NaN,1.0,NaN,0.0,47.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43213,vbd43213,265000.0,New,NaN,2.0,87.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,NaN,0.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6730/tintigny/vbd33745,vbd33745,140000.0,NaN,NaN,2.0,74.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Fuel oil,NaN,1.0,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd49733,vbd49733,105000.0,To be renovated,NaN,1.0,32.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Electricity,NaN,0.0,2.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3560/lummen/rbu43442,rbu43442,250000.0,To be renovated,NaN,4.0,101.0,NaN,0.0,0.0,1.0,NaN,NaN,1.0,NaN,1.0,Gas,Simple glass,NaN,3.0,0.0,NaN,0.0,NaN,1076.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5020/malonne/vbd47812,vbd47812,280000.0,To be renovated,On contract,2.0,123.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,Fuel oil,NaN,NaN,3.0,0.0,1500.0,1.0,NaN,1500.0,NaN
https://immovlan.be/en/detail/residence/for-sale/7000/mons/vbd46253,vbd46253,85000.0,To be renovated,NaN,2.0,60.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,2.0,1.0,NaN,1.0,NaN,35.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28506,vbd28506,630000.0,New,NaN,2.0,94.0,NaN,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,2.0,NaN,Double glass,0.0,NaN,NaN,NaN,0.0,206.0,NaN,NaN
https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbd41139,vbd41139,216000.0,New,NaN,0.0,53.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,0.0,10.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/8200/sint-michiels/rbu64783,rbu64783,769000.0,New,NaN,4.0,286.0,1.0,0.0,0.0,1.0,Super equipped,NaN,2.0,1.0,2.0,NaN,Double glass,1.0,3.0,0.0,700.0,0.0,NaN,850.0,1.0
https://immovlan.be/en/detail/residence/for-sale/9080/lochristi/rwc41142,rwc41142,495000.0,Excellent,NaN,2.0,183.0,NaN,0.0,0.0,NaN,Fully equipped,NaN,1.0,NaN,NaN,Gas,Double glass,NaN,4.0,0.0,600.0,0.0,NaN,762.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd36255,vbd36255,225000.0,NaN,NaN,2.0,78.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,Not specified,NaN,NaN,2.0,1.0,NaN,1.0,NaN,43.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd46974,vbd46974,235000.0,To be renovated,Negotiable,2.0,101.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,0.0,2.0,1.0,NaN,0.0,11.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7100/haine-saint-paul/vbd46578,vbd46578,135000.0,NaN,On contract,2.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,0.0,NaN,0.0,NaN,244.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5651/gourdinne/vbd13296,vbd13296,199000.0,To renovate,NaN,3.0,190.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,1.0,2.0,Fuel oil,NaN,1.0,3.0,0.0,320.0,0.0,14.0,590.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57302,rbu57302,315000.0,New,Immediately,1.0,86.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,3.0,1.0,NaN,0.0,33.0,NaN,NaN
https://immovlan.be/en/detail/ground-floor/for-sale/9940/evergem/rbu64966,rbu64966,435000.0,New,NaN,3.0,146.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,NaN,2.0,Hot air,Double glass,0.0,2.0,1.0,NaN,0.0,29.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/4317/viemme/vbd27987,vbd27987,365000.0,New,From 30/06/2026,3.0,114.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,Not specified,NaN,1.0,3.0,0.0,NaN,0.0,NaN,363.0,NaN
https://immovlan.be/en/detail/investment-property/for-sale/6000/charleroi/vbb28311,vbb28311,350000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200.0,NaN
https://immovlan.be/en/detail/land/for-sale/4400/flemalle/vbc63753,vbc63753,110000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1300.0,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/3650/dilsen-stokkem/rbu44638,rbu44638,285000.0,NaN,On contract,NaN,NaN,NaN,NaN,0.0,1.0,NaN,NaN,NaN,NaN,NaN,Gas,Double glass,NaN,NaN,0.0,NaN,NaN,NaN,823.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd49799,vbd49799,1110000.0,NaN,On contract,5.0,280.0,0.0,0.0,0.0,NaN,NaN,NaN,1.0,1.0,3.0,Fuel oil,NaN,1.0,4.0,0.0,250.0,0.0,20.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60585,vbb60585,285950.0,New,NaN,2.0,84.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,0.0,78.0,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36765,vbd36765,229000.0,New,NaN,2.0,85.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,4.0,1.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60640,vbb60640,280000.0,New,NaN,2.0,86.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/3630/maasmechelen/rbu51687,rbu51687,56000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1282.0,NaN
https://immovlan.be/en/detail/residence/for-sale/9690/kluisbergen/rbu62696,rbu62696,209000.0,Normal,On contract,2.0,115.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,2.0,1.0,NaN,1.0,NaN,183.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1357/linsmeau/vbd35079,vbd35079,249000.0,NaN,On contract,3.0,130.0,1.0,0.0,NaN,NaN,NaN,NaN,2.0,NaN,2.0,Fuel oil,NaN,1.0,3.0,1.0,NaN,1.0,NaN,690.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4780/saint-vith/vbd49119,vbd49119,370000.0,New,Immediately,2.0,101.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,Gas,Triple glass,NaN,NaN,1.0,NaN,0.0,11.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/9473/welle/rbu48276,rbu48276,279000.0,Normal,Immediately,2.0,123.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,3.0,NaN,Double glass,0.0,NaN,1.0,NaN,0.0,5.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd34474,vbd34474,405000.0,New,NaN,2.0,93.0,1.0,NaN,0.0,NaN,Partially equipped,Kitchenette,2.0,NaN,1.0,Hot air,Double glass,NaN,3.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd40225,vbd40225,284256.0,NaN,NaN,1.0,88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/3630/mechelen-aan-de-maas/rbu51015,rbu51015,365000.0,Normal,Immediately,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,NaN,NaN,NaN,NaN,NaN,209.0,NaN
https://immovlan.be/en/detail/studio/for-sale/8400/oostende/rbu36352,rbu36352,129000.0,NaN,NaN,NaN,42.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,Double glass,0.0,NaN,1.0,NaN,0.0,4.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/2812/muizen/rbu19498,rbu19498,453000.0,New,NaN,3.0,138.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,2.0,0.0,NaN,1.0,NaN,142.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1930/nossegem/rbu65999,rbu65999,625000.0,Excellent,NaN,4.0,238.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,NaN,3.0,0.0,150.0,0.0,NaN,364.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbu65119,rbu65119,465000.0,NaN,NaN,2.0,93.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/office-space/for-sale/1390/bossut-gottechain/vbd49792,vbd49792,395000.0,To be renovated,On contract,5.0,NaN,NaN,NaN,0.0,2.0,NaN,NaN,1.0,NaN,1.0,Fuel oil,NaN,1.0,NaN,0.0,NaN,0.0,NaN,1701.0,NaN
