url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbd20021,vbd20021,175000.0,New,On contract,0.0,51.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd30235,vbd30235,415000.0,New,On contract,1.0,70.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,1.0,1.0,NaN,NaN,0.0,2.0,0.0,NaN,0.0,20.0,NaN,0.0
https://immovlan.be/en/detail/residence/for-sale/1501/buizingen/vbd46297,vbd46297,399000.0,NaN,NaN,2.0,129.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,1.0,1.0,Gas,Double glass,NaN,4.0,0.0,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36813,vbd36813,229000.0,New,NaN,2.0,82.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,3.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60643,vbb60643,320000.0,New,NaN,3.0,106.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd46661,vbd46661,185000.0,Excellent,NaN,1.0,56.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,Gas,NaN,0.0,4.0,1.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbd11776,vbd11776,190000.0,NaN,NaN,5.0,142.0,1.0,0.0,0.0,1.0,NaN,NaN,NaN,1.0,3.0,Fuel oil,NaN,1.0,3.0,0.0,NaN,0.0,NaN,320.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36992,vbd36992,329000.0,New,NaN,3.0,113.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.0,1.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9810/nazareth/rbu64988,rbu64988,327850.0,To be renovated,On contract,3.0,185.0,1.0,0.0,0.0,1.0,Super equipped,NaN,1.0,1.0,2.0,Fuel oil,Double glass,1.0,4.0,0.0,315.0,0.0,21.0,683.0,1.0
https://immovlan.be/en/detail/investment-property/for-sale/8560/wevelgem/rbu62634,rbu62634,1475000.0,New,On contract,12.0,NaN,NaN,NaN,0.0,6.0,Super equipped,NaN,6.0,6.0,12.0,Hot air,Double glass,1.0,4.0,NaN,NaN,0.0,NaN,624.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1170/watermaal-bosvoorde/vbd46746,vbd46746,679000.0,New,On contract,3.0,150.0,NaN,NaN,NaN,NaN,NaN,Independent,2.0,5.0,NaN,Gas,Double glass,0.0,2.0,1.0,NaN,0.0,6.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/8900/ieper/rbt86438,rbt86438,224250.0,New,NaN,1.0,71.0,NaN,1.0,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/6790/aubange/vbd34109,vbd34109,229900.0,Excellent,Immediately,2.0,77.0,1.0,NaN,0.0,NaN,Fully equipped,Western kitchen,1.0,NaN,1.0,NaN,Triple glass,0.0,4.0,1.0,NaN,1.0,NaN,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/5001/belgrade/vbc54869,vbc54869,365000.0,New,NaN,3.0,203.0,1.0,0.0,0.0,1.0,Not equipped,NaN,NaN,1.0,2.0,Gas,NaN,1.0,2.0,0.0,NaN,0.0,NaN,298.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1982/elewijt/rbu46377,rbu46377,537720.0,New,On contract,3.0,170.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Gas,NaN,0.0,4.0,0.0,NaN,0.0,21.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbu41545,rbu41545,199000.0,Excellent,On contract,1.0,83.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,Gas,Double glass,0.0,2.0,0.0,NaN,0.0,11.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbu61502,rbu61502,460000.0,NaN,NaN,4.0,178.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,NaN,0.0,355.0,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6830/bouillon/vbd11793,vbd11793,145000.0,To be renovated,Immediately,3.0,270.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,3.0,NaN,Simple glass,1.0,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9450/denderhoutem/rbu66306,rbu66306,125000.0,To be renovated,On contract,1.0,80.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,1.0,2.0,0.0,NaN,0.0,NaN,168.0,1.0
https://immovlan.be/en/detail/commercial-building/for-sale/1800/vilvoorde/rbu66908,rbu66908,150000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Double glass,NaN,NaN,NaN,NaN,0.0,34.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd16229,vbd16229,310000.0,To be renovated,NaN,3.0,146.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,1.0,3.0,Fuel oil,NaN,1.0,2.0,0.0,267.0,0.0,NaN,267.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32597,vbd32597,320000.0,New,NaN,3.0,110.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.0,1.0,NaN,0.0,50.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/6950/nassogne/vbd36859,vbd36859,75000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,694.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbt30063,rbt30063,275000.0,Normal,NaN,1.0,62.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,NaN,1.0,Gas,Double glass,0.0,2.0,NaN,NaN,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/1654/huizingen/rbu60363,rbu60363,360000.0,NaN,NaN,2.0,110.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,Double glass,0.0,2.0,0.0,NaN,0.0,18.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu66861,rbu66861,195000.0,Excellent,NaN,1.0,59.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,NaN,NaN,4.0,NaN,NaN,0.0,24.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3530/houthalen-helchteren/rbu65967,rbu65967,449000.0,NaN,On contract,3.0,359.0,NaN,NaN,0.0,NaN,Super equipped,NaN,1.0,NaN,NaN,Gas,Double glass,NaN,4.0,0.0,NaN,0.0,NaN,6932.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1500/halle/rbi57522,rbi57522,262000.0,New,NaN,1.0,82.0,NaN,NaN,NaN,NaN,Fully equipped,NaN,1.0,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.0,10.0,NaN,NaN
https://immovlan.be/en/detail/villa/for-sale/6470/sivry-rance/vbd38998,vbd38998,797000.0,Excellent,On contract,5.0,350.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,NaN,3.0,Fuel oil,Double glass,1.0,4.0,0.0,5747.0,0.0,130.0,6145.0,0.0
https://immovlan.be/en/detail/apartment/for-sale/8610/kortemark/rbu65544,rbu65544,285845.0,New,NaN,2.0,91.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,0.0,2.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2580/beerzel/rbu65671,rbu65671,315000.0,New,NaN,2.0,90.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,NaN,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/9600/ronse/rbu60077,rbu60077,180000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1514.0,NaN
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42298,rbu42298,521200.0,NaN,NaN,3.0,175.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,NaN,0.0,53.0,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/1570/galmaarden/rbu50976,rbu50976,499000.0,NaN,NaN,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,1.0,Gas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc73805,vbc73805,189000.0,New,NaN,1.0,56.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,1.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/6230/pont-a-celles/vbd49230,vbd49230,65000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3630/maasmechelen/rbu58870,rbu58870,490000.0,Normal,NaN,3.0,150.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,4.0,0.0,NaN,0.0,NaN,500.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48122,vbd48122,790000.0,New,NaN,3.0,130.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,NaN,2.0,Hot air,Double glass,0.0,4.0,1.0,NaN,0.0,17.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/5030/gembloux/vbd40110,vbd40110,399000.0,New,NaN,2.0,105.0,1.0,NaN,0.0,NaN,NaN,Independent,NaN,NaN,NaN,Hot air,Double glass,0.0,NaN,0.0,25.0,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9308/gijzegem/rbu59394,rbu59394,369000.0,Excellent,On contract,4.0,192.0,NaN,0.0,NaN,NaN,Super equipped,NaN,1.0,1.0,1.0,Gas,Double glass,NaN,2.0,0.0,85.0,0.0,30.0,230.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu65677,rbu65677,298000.0,Excellent,NaN,2.0,88.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,2.0,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7041/givry/vbb39998,vbb39998,339000.0,New,From 01/09/2026,3.0,141.0,1.0,NaN,0.0,1.0,Not equipped,NaN,1.0,1.0,NaN,Not specified,NaN,1.0,3.0,0.0,NaN,0.0,NaN,432.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/2620/hemiksem/rbu60757,rbu60757,249000.0,Normal,NaN,3.0,88.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6000/charleroi/vbd34802,vbd34802,106000.0,Normal,NaN,1.0,76.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,Fuel oil,NaN,0.0,NaN,1.0,NaN,0.0,1.0,NaN,NaN
https://immovlan.be/en/detail/industrial-building/for-sale/8000/brugge/rbu66785,rbu66785,665528.0,New,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Independent,NaN,NaN,1.0,Not specified,Double glass,1.0,NaN,NaN,NaN,NaN,NaN,411.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/2840/rumst/rbu62600,rbu62600,317900.0,NaN,NaN,2.0,92.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.0,30.0,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/1000/brussels/vbd47313,vbd47313,110000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,Not specified,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/garage/for-sale/8620/nieuwpoort/rbu58978,rbu58978,35000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu58849,rbu58849,399000.0,NaN,NaN,3.0,148.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Hot air,NaN,NaN,3.0,0.0,NaN,0.0,NaN,595.0,NaN
https://immovlan.be/en/detail/residence/for-sale/2580/putte/vbd48955,vbd48955,568373.0,New,NaN,3.0,165.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,4.0,NaN,NaN,NaN,NaN,760.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1341/ceroux-mousty/vbd21310,vbd21310,350000.0,To be renovated,Immediately,3.0,149.0,1.0,NaN,0.0,1.0,NaN,NaN,NaN,1.0,1.0,Fuel oil,NaN,1.0,4.0,0.0,NaN,0.0,NaN,840.0,NaN
https://immovlan.be/en/detail/residence/for-sale/8710/ooigem/rbu61023,rbu61023,849000.0,Normal,On contract,5.0,NaN,1.0,0.0,0.0,1.0,NaN,NaN,2.0,NaN,4.0,Not specified,NaN,1.0,4.0,0.0,NaN,1.0,NaN,1330.0,NaN
https://immovlan.be/en/detail/residence/for-sale/2140/antwerp/rbu65225,rbu65225,424000.0,NaN,On contract,3.0,132.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Gas,NaN,1.0,2.0,0.0,NaN,1.0,NaN,207.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3520/zonhoven/rbt86810,rbt86810,432948.0,New,NaN,3.0,260.0,1.0,NaN,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Electricity,NaN,1.0,2.0,1.0,NaN,1.0,NaN,367.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbb01677,vbb01677,399000.0,New,NaN,2.0,117.0,NaN,NaN,0.0,NaN,NaN,Independent,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,NaN,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbu65118,rbu65118,425000.0,NaN,NaN,2.0,81.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/loft/for-sale/8400/oostende/rbl21369,rbl21369,649000.0,New,NaN,2.0,177.0,NaN,1.0,NaN,NaN,NaN,NaN,2.0,NaN,2.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,12.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/5530/yvoir/vbd46643,vbd46643,595000.0,Excellent,On contract,4.0,220.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,2.0,2.0,1.0,Fuel oil,Double glass,1.0,4.0,0.0,3300.0,0.0,NaN,3560.0,0.0
https://immovlan.be/en/detail/apartment/for-sale/9050/ledeberg/rbu64643,rbu64643,280000.0,Normal,NaN,2.0,100.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,Gas,Double glass,0.0,2.0,0.0,NaN,0.0,24.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48025,vbd48025,860000.0,New,NaN,3.0,130.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,1.0,2.0,Hot air,Double glass,0.0,2.0,0.0,NaN,0.0,19.0,NaN,1.0
https://immovlan.be/en/detail/garage/for-sale/1083/ganshoren/vwd15536,vwd15536,27500.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/investment-property/for-sale/2300/turnhout/rbu60920,rbu60920,935000.0,Normal,Immediately,11.0,NaN,NaN,NaN,0.0,6.0,NaN,NaN,6.0,NaN,6.0,Gas,NaN,1.0,2.0,NaN,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51436,rbu51436,223000.0,New,Immediately,1.0,65.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,1.0,NaN,0.0,16.0,NaN,NaN
https://immovlan.be/en/detail/penthouse/for-sale/8500/kortrijk/rwc41100,rwc41100,309500.0,Excellent,NaN,2.0,90.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbd39688,vbd39688,495000.0,Normal,NaN,4.0,208.0,1.0,NaN,0.0,1.0,NaN,NaN,1.0,2.0,2.0,Gas,NaN,1.0,4.0,0.0,994.0,0.0,30.0,994.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28595,vbd28595,680000.0,New,NaN,3.0,135.0,1.0,NaN,NaN,NaN,NaN,NaN,2.0,NaN,2.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,68.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6044/roux/vbd39703,vbd39703,139000.0,Normal,NaN,3.0,195.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,2.0,0.0,NaN,0.0,NaN,500.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd48144,vbd48144,515000.0,New,NaN,1.0,80.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,NaN,1.0,Hot air,Double glass,0.0,4.0,1.0,NaN,0.0,14.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/3840/rijkel/rbs14523,rbs14523,247500.0,New,NaN,1.0,89.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Electricity,NaN,1.0,NaN,0.0,NaN,0.0,20.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbu62100,rbu62100,675000.0,To be renovated,NaN,6.0,599.0,NaN,0.0,0.0,1.0,NaN,NaN,3.0,NaN,NaN,Gas,Simple glass,1.0,NaN,1.0,NaN,1.0,NaN,355.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/rbu66921,rbu66921,255062.0,NaN,NaN,2.0,82.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbu51387,rbu51387,293800.0,New,Immediately,2.0,92.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,1.0,NaN,0.0,10.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3570/alken/rbu55734,rbu55734,435000.0,NaN,NaN,3.0,235.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Fuel oil,Double glass,NaN,4.0,0.0,NaN,0.0,26.0,1102.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd26845,vbd26845,325000.0,NaN,Immediately,3.0,190.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,3.0,1.0,NaN,0.0,8.0,150.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbd49095,vbd49095,406635.0,New,NaN,3.0,165.0,1.0,0.0,0.0,NaN,Super equipped,NaN,1.0,NaN,2.0,Hot air,NaN,1.0,3.0,0.0,NaN,0.0,NaN,378.0,1.0
https://immovlan.be/en/detail/land/for-sale/1490/court-saint-etienne/vbd44103,vbd44103,255000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1750.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd45573,vbd45573,344500.0,NaN,NaN,4.0,143.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Not specified,NaN,1.0,NaN,1.0,NaN,1.0,NaN,435.0,NaN
https://immovlan.be/en/detail/residence/for-sale/6747/chatillon/vbd17658,vbd17658,399900.0,New,NaN,3.0,147.0,1.0,NaN,0.0,1.0,Fully equipped,Western kitchen,1.0,1.0,2.0,Hot air,Triple glass,1.0,3.0,0.0,216.0,0.0,9.0,409.0,1.0
https://immovlan.be/en/detail/investment-property/for-sale/7000/mons/vbd33383,vbd33383,190000.0,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,NaN,NaN,Gas,Double glass,NaN,NaN,NaN,NaN,NaN,NaN,95.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc90738,vbc90738,258252.0,New,NaN,1.0,73.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbd47014,vbd47014,275000.0,NaN,NaN,3.0,121.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,Electricity,NaN,0.0,NaN,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6687/bertogne/vbd07771,vbd07771,80000.0,To be renovated,On contract,1.0,60.0,1.0,0.0,0.0,1.0,NaN,NaN,NaN,NaN,1.0,Not specified,NaN,1.0,4.0,0.0,NaN,1.0,NaN,807.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vaz50060,vaz50060,284700.0,New,NaN,2.0,99.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbb60644,vbb60644,210000.0,New,NaN,1.0,68.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu65316,rbu65316,394500.0,New,NaN,4.0,174.0,NaN,NaN,0.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,Double glass,NaN,3.0,0.0,NaN,0.0,NaN,267.0,NaN
https://immovlan.be/en/detail/residence/for-sale/8530/harelbeke/rbu50783,rbu50783,165000.0,NaN,On contract,2.0,126.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,2.0,0.0,NaN,1.0,NaN,204.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5001/belgrade/vbc54875,vbc54875,399000.0,New,From 30/05/2026,3.0,159.0,1.0,NaN,NaN,NaN,Not equipped,NaN,1.0,NaN,2.0,Gas,NaN,1.0,3.0,0.0,NaN,0.0,NaN,483.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu60263,rbu60263,349000.0,NaN,NaN,NaN,70.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.0,1.0,NaN,0.0,NaN,NaN,0.0
https://immovlan.be/en/detail/development-site/for-sale/3920/lommel/rbu49574,rbu49574,440000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,707.0,NaN
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd20488,vbd20488,529000.0,Excellent,Immediately,5.0,195.0,1.0,0.0,0.0,1.0,Super equipped,NaN,1.0,1.0,3.0,Fuel oil,Double glass,1.0,4.0,0.0,550.0,0.0,35.0,932.0,1.0
https://immovlan.be/en/detail/residence/for-sale/9870/olsene/rbu60203,rbu60203,473000.0,New,Immediately,3.0,160.0,1.0,0.0,0.0,1.0,Super equipped,NaN,1.0,1.0,2.0,Hot air,Double glass,1.0,3.0,0.0,NaN,0.0,NaN,350.0,1.0
https://immovlan.be/en/detail/ground-floor/for-sale/4000/liege/vwd11927,vwd11927,420000.0,NaN,From 01/02/2025,2.0,191.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,3.0,NaN,200.0,NaN,59.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbu61504,rbu61504,490000.0,NaN,NaN,3.0,161.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,NaN,0.0,679.0,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/investment-property/for-sale/4100/seraing/vbd49259,vbd49259,155000.0,To be renovated,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Fuel oil,NaN,1.0,4.0,NaN,NaN,0.0,NaN,2970.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36849,vbd36849,239000.0,New,NaN,2.0,85.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,2.0,1.0,NaN,0.0,13.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1390/biez/vbd47971,vbd47971,1250000.0,NaN,On contract,6.0,396.0,1.0,0.0,0.0,2.0,Super equipped,NaN,2.0,1.0,2.0,Fuel oil,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,11082.0,1.0
https://immovlan.be/en/detail/mixed-building/for-sale/6980/la-roche-en-ardenne/vbd34689,vbd34689,159000.0,To be renovated,On contract,4.0,179.0,1.0,NaN,NaN,NaN,Partially equipped,Kitchenette,2.0,1.0,4.0,Fuel oil,Double glass,1.0,2.0,1.0,NaN,1.0,NaN,106.0,NaN
